loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,target
21400.0,0.11019999999999999,465.51,MORTGAGE,159000.0,Not Verified,n,23.26,0.0,1.0,16.0,0.0,35216.0,27.0,w,15201.08,15201.08,9762.61,9762.61,6198.92,3563.69,0.0,0.0,0.0,465.51,0.0,1.0,Individual,0.0,0.0,237705.0,3.0,5.0,3.0,3.0,5.0,62577.0,64.0,1.0,3.0,15655.0,37.0,131100.0,2.0,0.0,7.0,6.0,14857.0,84613.0,28.9,0.0,0.0,117.0,167.0,6.0,5.0,4.0,14.0,5.0,0.0,6.0,7.0,7.0,9.0,8.0,10.0,15.0,7.0,16.0,0.0,0.0,0.0,4.0,100.0,14.3,0.0,0.0,402896.0,97793.0,119000.0,91796.0,N,N,low_risk
10625.0,0.20550000000000002,397.85,MORTGAGE,110000.0,Not Verified,n,37.12,1.0,1.0,14.0,0.0,53617.0,20.0,w,0.0,0.0,11768.05,11768.05,10625.0,1143.05,0.0,0.0,0.0,9803.06,0.0,1.0,Individual,0.0,0.0,340594.0,0.0,4.0,1.0,1.0,10.0,36970.0,42.0,2.0,3.0,33826.0,53.0,83700.0,2.0,0.0,2.0,4.0,24328.0,30083.0,64.1,0.0,0.0,168.0,276.0,10.0,10.0,5.0,10.0,0.0,1.0,5.0,5.0,8.0,8.0,6.0,8.0,9.0,5.0,14.0,0.0,0.0,0.0,3.0,90.0,12.5,0.0,0.0,521145.0,90587.0,83700.0,87345.0,N,N,low_risk
11900.0,0.1308,271.25,RENT,60000.0,Source Verified,n,25.62,0.0,1.0,7.0,0.0,14586.0,16.0,w,8755.98,8755.98,5416.35,5416.35,3144.02,2272.33,0.0,0.0,0.0,271.25,0.0,1.0,Individual,0.0,0.0,48039.0,0.0,2.0,1.0,1.0,7.0,33453.0,70.0,0.0,1.0,8086.0,51.0,45800.0,1.0,1.0,2.0,2.0,6863.0,31214.0,31.8,0.0,0.0,150.0,140.0,22.0,7.0,0.0,22.0,6.0,0.0,2.0,2.0,5.0,7.0,6.0,5.0,10.0,2.0,7.0,0.0,0.0,0.0,1.0,100.0,20.0,0.0,0.0,93381.0,48039.0,45800.0,47581.0,N,N,low_risk
14000.0,0.1612,493.03,MORTGAGE,111000.0,Source Verified,n,26.58,0.0,1.0,21.0,0.0,55545.0,41.0,w,1864.69,1864.69,14835.52,14835.52,12135.31,2700.21,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,304145.0,2.0,4.0,2.0,4.0,1.0,46629.0,80.0,1.0,7.0,4015.0,73.0,82100.0,1.0,17.0,2.0,11.0,14483.0,10838.0,58.0,0.0,0.0,118.0,255.0,1.0,1.0,6.0,14.0,1.0,0.0,7.0,15.0,7.0,10.0,12.0,16.0,22.0,15.0,21.0,0.0,0.0,0.0,3.0,92.7,28.6,0.0,0.0,364015.0,102174.0,25800.0,58615.0,N,N,low_risk
12000.0,0.08810000000000001,380.54,RENT,65000.0,Source Verified,n,25.42,0.0,1.0,18.0,0.0,12527.0,23.0,w,5345.42,5345.42,7985.47,7985.47,6654.58,1330.89,0.0,0.0,0.0,380.54,0.0,1.0,Individual,0.0,0.0,63784.0,1.0,12.0,1.0,2.0,6.0,51257.0,62.0,0.0,1.0,7337.0,56.0,32000.0,2.0,0.0,1.0,3.0,3752.0,16302.0,41.8,0.0,0.0,113.0,109.0,21.0,6.0,0.0,21.0,6.0,0.0,4.0,5.0,5.0,6.0,14.0,6.0,9.0,5.0,18.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,0.0,114089.0,63784.0,28000.0,82089.0,N,N,low_risk
26575.0,0.14300000000000002,622.5,RENT,60000.0,Not Verified,n,39.18,0.0,0.0,8.0,0.0,17743.0,12.0,w,19326.62,19326.62,13051.39,13051.39,7248.38,5803.01,0.0,0.0,0.0,622.5,0.0,1.0,Individual,0.0,0.0,72950.0,0.0,4.0,0.0,0.0,30.0,55207.0,52.0,0.0,0.0,11509.0,58.0,20200.0,0.0,2.0,0.0,0.0,9119.0,2176.0,87.8,0.0,0.0,165.0,158.0,31.0,30.0,0.0,43.0,19.0,0.0,3.0,4.0,3.0,4.0,7.0,4.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,125797.0,72950.0,17800.0,105597.0,N,N,low_risk
11050.0,0.2305,311.83,OWN,38400.0,Not Verified,n,39.82,0.0,0.0,3.0,0.0,11894.0,8.0,w,8503.81,8503.81,6534.28,6534.28,2546.19,3988.09,0.0,0.0,0.0,311.83,0.0,1.0,Individual,0.0,0.0,26029.0,0.0,1.0,0.0,1.0,16.0,14135.0,90.0,0.0,0.0,8580.0,85.0,14700.0,2.0,0.0,0.0,1.0,8676.0,2120.0,80.2,0.0,0.0,175.0,266.0,99.0,16.0,2.0,266.0,16.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,87.5,100.0,0.0,0.0,30476.0,26029.0,10700.0,15776.0,N,N,low_risk
11000.0,0.0646,336.94,MORTGAGE,70000.0,Not Verified,n,36.04,0.0,0.0,10.0,0.0,10064.0,24.0,w,5151.88,5151.88,6730.9,6730.9,5848.12,882.78,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,306616.0,0.0,5.0,0.0,2.0,19.0,61807.0,66.0,0.0,0.0,4779.0,60.0,25500.0,1.0,7.0,0.0,2.0,30662.0,7221.0,39.8,0.0,0.0,150.0,282.0,34.0,19.0,3.0,73.0,22.0,0.0,1.0,2.0,1.0,3.0,14.0,3.0,7.0,2.0,10.0,0.0,0.0,0.0,0.0,95.8,0.0,0.0,0.0,431158.0,71871.0,12000.0,118398.0,N,N,low_risk
10000.0,0.1033,324.23,MORTGAGE,98004.0,Source Verified,n,12.07,1.0,2.0,15.0,0.0,13359.0,19.0,w,0.0,0.0,11203.66,11203.66,10000.0,1203.66,0.0,0.0,0.0,6027.46,0.0,1.0,Individual,0.0,378.0,200083.0,4.0,3.0,0.0,2.0,17.0,12006.0,60.0,6.0,8.0,4500.0,47.0,33600.0,0.0,1.0,3.0,10.0,13339.0,18341.0,42.1,0.0,0.0,136.0,51.0,2.0,2.0,1.0,2.0,2.0,1.0,8.0,8.0,9.0,9.0,6.0,11.0,12.0,8.0,15.0,0.0,0.0,0.0,6.0,84.2,22.2,0.0,0.0,249363.0,25365.0,31700.0,19898.0,N,N,low_risk
24000.0,0.0819,488.82,MORTGAGE,140000.0,Not Verified,n,15.82,0.0,1.0,14.0,0.0,20352.0,34.0,w,17485.76,17485.76,9265.74,9265.74,6514.24,2751.5,0.0,0.0,0.0,488.82,0.0,1.0,Individual,0.0,0.0,499016.0,1.0,3.0,1.0,3.0,5.0,63977.0,96.0,0.0,0.0,10456.0,35.0,99900.0,3.0,1.0,3.0,4.0,41585.0,69548.0,22.6,0.0,0.0,206.0,170.0,46.0,5.0,7.0,46.0,5.0,0.0,2.0,2.0,6.0,9.0,10.0,10.0,17.0,2.0,14.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,621912.0,84329.0,89900.0,104912.0,N,N,low_risk
31900.0,0.1612,777.79,MORTGAGE,27000.0,Not Verified,n,86.04,0.0,0.0,10.0,1.0,6069.0,24.0,w,23565.6,23565.6,16305.02,16305.02,8334.4,7970.62,0.0,0.0,0.0,777.79,0.0,1.0,Joint App,0.0,442.0,86101.0,0.0,3.0,1.0,3.0,9.0,80032.0,62.0,0.0,2.0,1667.0,51.0,16600.0,2.0,2.0,5.0,5.0,8610.0,2934.0,54.9,0.0,0.0,165.0,153.0,20.0,9.0,0.0,21.0,9.0,0.0,3.0,6.0,3.0,5.0,14.0,7.0,10.0,6.0,10.0,0.0,0.0,0.0,1.0,100.0,33.3,1.0,0.0,129004.0,86101.0,6500.0,112404.0,N,N,low_risk
16000.0,0.08810000000000001,507.39,RENT,90000.0,Source Verified,n,6.01,0.0,1.0,9.0,0.0,4098.0,14.0,w,0.0,0.0,16837.63,16837.63,16000.0,837.63,0.0,0.0,0.0,13801.12,0.0,1.0,Individual,0.0,0.0,14723.0,1.0,0.0,1.0,2.0,3.0,10625.0,100.0,0.0,0.0,1167.0,51.0,18200.0,3.0,3.0,2.0,2.0,1636.0,13910.0,8.5,0.0,0.0,116.0,78.0,35.0,3.0,0.0,38.0,3.0,0.0,3.0,4.0,7.0,7.0,6.0,8.0,8.0,4.0,9.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,28825.0,14723.0,15200.0,10625.0,N,N,low_risk
16500.0,0.0819,518.5,MORTGAGE,80000.0,Not Verified,n,7.41,2.0,1.0,14.0,0.0,17770.0,26.0,w,8355.29,8355.29,9843.99,9843.99,8144.71,1699.28,0.0,0.0,0.0,518.5,0.0,1.0,Individual,0.0,0.0,203438.0,0.0,3.0,0.0,0.0,90.0,5882.0,39.0,1.0,4.0,6062.0,45.0,37100.0,0.0,0.0,2.0,5.0,16953.0,14330.0,55.4,0.0,0.0,175.0,182.0,11.0,11.0,1.0,11.0,3.0,1.0,6.0,6.0,8.0,12.0,5.0,10.0,20.0,6.0,14.0,0.0,0.0,1.0,1.0,88.5,33.3,0.0,0.0,237342.0,23652.0,32100.0,14992.0,N,N,low_risk
4000.0,0.0702,123.55,RENT,31000.0,Not Verified,n,11.23,0.0,1.0,7.0,0.0,3798.0,22.0,f,0.0,0.0,4223.91,4223.91,4000.0,223.91,0.0,0.0,0.0,778.02,0.0,1.0,Individual,0.0,0.0,11670.0,1.0,1.0,0.0,1.0,19.0,7872.0,59.0,2.0,3.0,3798.0,24.0,35000.0,1.0,1.0,1.0,4.0,1667.0,31202.0,10.9,0.0,0.0,70.0,103.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,6.0,13.0,5.0,6.0,17.0,1.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,48298.0,11670.0,35000.0,13298.0,N,N,low_risk
10000.0,0.0819,203.68,RENT,80000.0,Not Verified,n,15.24,0.0,0.0,11.0,0.0,4909.0,33.0,w,7562.89,7562.89,3657.14,3657.14,2437.11,1220.03,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,0.0,35230.0,1.0,3.0,2.0,2.0,6.0,30321.0,74.0,0.0,1.0,4075.0,31.0,74000.0,1.0,2.0,2.0,3.0,3523.0,65491.0,7.0,0.0,0.0,58.0,150.0,13.0,6.0,0.0,33.0,8.0,0.0,4.0,4.0,6.0,16.0,7.0,8.0,26.0,4.0,11.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,115107.0,35230.0,70400.0,41107.0,N,N,low_risk
16000.0,0.1033,342.56,RENT,45760.0,Source Verified,n,20.77,0.0,0.0,5.0,0.0,15661.0,7.0,w,11550.5,11550.5,6832.84,6832.84,4449.5,2383.34,0.0,0.0,0.0,342.56,0.0,1.0,Individual,0.0,0.0,39759.0,0.0,1.0,1.0,1.0,12.0,24098.0,89.0,0.0,0.0,11740.0,76.0,25600.0,1.0,1.0,2.0,1.0,7952.0,9607.0,59.1,0.0,0.0,72.0,101.0,47.0,12.0,0.0,47.0,12.0,0.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,52548.0,39759.0,23500.0,26948.0,N,N,low_risk
20000.0,0.0756,622.68,MORTGAGE,65600.0,Not Verified,n,27.95,0.0,0.0,11.0,0.0,17611.0,21.0,w,10036.63,10036.63,11822.52,11822.52,9963.37,1859.15,0.0,0.0,0.0,622.68,0.0,1.0,Individual,0.0,0.0,211533.0,0.0,3.0,1.0,2.0,10.0,29912.0,71.0,1.0,1.0,3154.0,59.0,34200.0,2.0,4.0,1.0,5.0,21153.0,15777.0,34.8,0.0,0.0,142.0,239.0,11.0,10.0,2.0,11.0,10.0,0.0,4.0,5.0,5.0,6.0,8.0,7.0,11.0,5.0,11.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,257645.0,47523.0,24200.0,55445.0,N,N,low_risk
10500.0,0.08810000000000001,332.97,OWN,62000.0,Not Verified,n,21.89,1.0,0.0,18.0,0.0,2993.0,28.0,w,0.0,0.0,11492.74,11492.74,10500.0,992.74,0.0,0.0,0.0,6836.3,0.0,1.0,Individual,0.0,0.0,165767.0,2.0,3.0,1.0,2.0,7.0,161766.0,62.0,3.0,6.0,1430.0,42.0,25700.0,2.0,1.0,1.0,9.0,9751.0,10977.0,14.2,0.0,0.0,175.0,120.0,5.0,5.0,1.0,8.0,7.0,1.0,2.0,7.0,5.0,5.0,9.0,14.0,17.0,7.0,18.0,0.0,0.0,1.0,5.0,96.4,0.0,0.0,0.0,193098.0,165767.0,12800.0,165457.0,N,N,low_risk
5250.0,0.0756,163.46,RENT,56000.0,Not Verified,n,30.9,0.0,0.0,17.0,0.0,11522.0,25.0,w,2332.34,2332.34,3430.46,3430.46,2917.66,512.79,0.0,0.0,0.0,163.46,0.0,1.0,Individual,0.0,0.0,19260.0,0.0,5.0,0.0,1.0,16.0,7738.0,24.0,2.0,3.0,3569.0,24.0,48000.0,0.0,4.0,1.0,4.0,1133.0,16531.0,17.8,0.0,0.0,173.0,272.0,7.0,7.0,0.0,46.0,7.0,0.0,1.0,7.0,3.0,4.0,8.0,12.0,17.0,7.0,17.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,79964.0,19260.0,20100.0,31964.0,N,N,low_risk
4500.0,0.1862,164.09,RENT,53000.0,Source Verified,n,13.33,0.0,0.0,11.0,0.0,1951.0,15.0,w,0.0,0.0,5415.39,5415.39,4500.0,915.39,0.0,0.0,0.0,3122.79,0.0,1.0,Individual,0.0,0.0,7850.0,1.0,2.0,1.0,2.0,7.0,5899.0,79.0,1.0,2.0,691.0,48.0,9000.0,2.0,1.0,1.0,4.0,714.0,3861.0,22.8,0.0,0.0,124.0,146.0,3.0,3.0,0.0,3.0,7.0,1.0,5.0,8.0,5.0,6.0,3.0,9.0,12.0,8.0,11.0,0.0,0.0,0.0,2.0,86.7,20.0,0.0,0.0,16500.0,7850.0,5000.0,7500.0,N,N,low_risk
26000.0,0.11710000000000001,574.56,MORTGAGE,149087.0,Source Verified,n,14.09,0.0,3.0,15.0,0.0,8313.0,25.0,w,18951.95,18951.95,11474.29,11474.29,7048.05,4426.24,0.0,0.0,0.0,574.56,0.0,1.0,Individual,0.0,0.0,362119.0,5.0,3.0,1.0,2.0,5.0,36316.0,64.0,3.0,8.0,4014.0,57.0,22200.0,2.0,2.0,4.0,12.0,24141.0,6819.0,45.0,0.0,0.0,207.0,113.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,7.0,6.0,8.0,10.0,11.0,13.0,7.0,15.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,398056.0,44629.0,12400.0,56718.0,N,N,low_risk
11000.0,0.11710000000000001,363.84,OWN,60000.0,Not Verified,n,36.58,0.0,1.0,13.0,0.0,23666.0,18.0,w,5053.95,5053.95,7633.48,7633.48,5946.05,1687.43,0.0,0.0,0.0,363.84,0.0,1.0,Individual,0.0,0.0,57594.0,1.0,2.0,0.0,2.0,19.0,33928.0,74.0,3.0,3.0,8261.0,66.0,41500.0,2.0,3.0,1.0,5.0,4430.0,10833.0,64.2,0.0,0.0,157.0,185.0,2.0,2.0,0.0,2.0,2.0,0.0,6.0,10.0,6.0,6.0,5.0,11.0,13.0,10.0,13.0,0.0,0.0,0.0,3.0,88.9,50.0,0.0,0.0,87252.0,57594.0,30300.0,45752.0,N,N,low_risk
28000.0,0.0819,570.29,RENT,160000.0,Source Verified,n,23.62,0.0,0.0,16.0,0.0,35592.0,38.0,w,20378.45,20378.45,10822.77,10822.77,7621.55,3201.22,0.0,0.0,0.0,570.29,0.0,1.0,Individual,0.0,0.0,124836.0,0.0,4.0,0.0,1.0,19.0,89244.0,55.0,0.0,2.0,12924.0,44.0,91700.0,1.0,3.0,0.0,3.0,7802.0,49759.0,40.0,0.0,0.0,168.0,211.0,22.0,19.0,1.0,22.0,19.0,0.0,8.0,9.0,9.0,9.0,20.0,11.0,17.0,9.0,16.0,0.0,0.0,0.0,0.0,100.0,55.6,0.0,0.0,229666.0,124836.0,83000.0,137966.0,N,N,low_risk
5000.0,0.124,167.03,OWN,25000.0,Not Verified,n,15.17,0.0,0.0,8.0,0.0,3334.0,17.0,w,1951.56,1951.56,3837.16,3837.16,3048.44,788.72,0.0,0.0,0.0,667.03,0.0,1.0,Individual,0.0,0.0,15372.0,1.0,1.0,0.0,2.0,17.0,2040.0,67.0,1.0,1.0,478.0,58.0,6300.0,6.0,0.0,7.0,4.0,2196.0,22.0,95.6,0.0,0.0,92.0,153.0,2.0,2.0,1.0,32.0,9.0,3.0,1.0,5.0,2.0,4.0,6.0,6.0,10.0,5.0,8.0,0.0,0.0,0.0,2.0,82.4,100.0,0.0,0.0,19325.0,5374.0,500.0,3025.0,N,N,low_risk
19125.0,0.124,429.31,RENT,150000.0,Source Verified,n,14.63,0.0,2.0,16.0,0.0,15071.0,20.0,w,14288.6,14288.6,8143.71,8143.71,4836.4,3307.31,0.0,0.0,0.0,429.31,0.0,1.0,Individual,0.0,0.0,83861.0,4.0,3.0,0.0,2.0,13.0,67628.0,72.0,4.0,4.0,5954.0,31.0,57100.0,1.0,1.0,2.0,8.0,5241.0,35576.0,22.7,0.0,0.0,71.0,73.0,3.0,3.0,0.0,3.0,0.0,0.0,7.0,9.0,10.0,10.0,6.0,12.0,12.0,9.0,16.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,160341.0,83861.0,46000.0,101035.0,N,N,low_risk
14000.0,0.14300000000000002,480.53,RENT,92000.0,Source Verified,n,15.81,0.0,3.0,6.0,0.0,13037.0,23.0,w,0.0,0.0,14284.84,14284.84,14000.0,284.84,0.0,0.0,0.0,5528.89,0.0,1.0,Individual,0.0,0.0,52250.0,1.0,2.0,3.0,3.0,5.0,39213.0,74.0,0.0,1.0,7364.0,78.0,13300.0,9.0,2.0,20.0,4.0,13063.0,263.0,98.0,0.0,0.0,124.0,118.0,16.0,5.0,1.0,51.0,0.0,0.0,2.0,2.0,2.0,3.0,10.0,4.0,12.0,2.0,6.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,66679.0,52250.0,13300.0,53379.0,N,N,low_risk
5000.0,0.11710000000000001,165.38,RENT,80000.0,Source Verified,n,17.91,0.0,1.0,10.0,0.0,13155.0,13.0,w,2297.29,2297.29,3466.47,3466.47,2702.71,763.76,0.0,0.0,0.0,165.38,0.0,1.0,Individual,0.0,0.0,31599.0,1.0,2.0,0.0,1.0,22.0,18444.0,54.0,1.0,3.0,5704.0,55.0,22900.0,1.0,1.0,1.0,4.0,3160.0,6603.0,64.3,0.0,0.0,34.0,60.0,2.0,2.0,0.0,19.0,2.0,0.0,5.0,6.0,6.0,6.0,3.0,8.0,9.0,6.0,10.0,0.0,0.0,0.0,1.0,100.0,16.7,0.0,0.0,57340.0,31599.0,18500.0,34440.0,N,N,low_risk
8000.0,0.1612,281.74,MORTGAGE,35000.0,Not Verified,n,36.56,0.0,0.0,8.0,0.0,15476.0,13.0,w,3804.16,3804.16,5902.21,5902.21,4195.84,1706.37,0.0,0.0,0.0,281.74,0.0,1.0,Individual,0.0,0.0,34633.0,0.0,2.0,1.0,2.0,12.0,19157.0,77.0,0.0,1.0,8330.0,72.0,23600.0,1.0,0.0,2.0,3.0,4329.0,1570.0,89.7,0.0,0.0,140.0,270.0,13.0,12.0,0.0,53.0,12.0,1.0,3.0,5.0,3.0,4.0,4.0,6.0,9.0,5.0,8.0,0.0,0.0,0.0,1.0,92.3,66.7,0.0,0.0,48418.0,34633.0,15200.0,24818.0,N,N,low_risk
20000.0,0.2565,594.68,RENT,77000.0,Not Verified,n,17.71,0.0,0.0,20.0,0.0,25774.0,28.0,w,16131.75,16131.75,11270.42,11270.42,3868.25,7402.17,0.0,0.0,0.0,594.68,0.0,1.0,Individual,0.0,0.0,81281.0,0.0,12.0,1.0,3.0,12.0,55507.0,89.0,1.0,5.0,13425.0,87.0,30200.0,1.0,0.0,2.0,8.0,4516.0,2437.0,90.2,0.0,0.0,150.0,91.0,9.0,9.0,0.0,9.0,9.0,0.0,3.0,4.0,4.0,4.0,18.0,8.0,9.0,4.0,20.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,92952.0,81281.0,24900.0,62752.0,N,N,low_risk
6000.0,0.0702,185.32,MORTGAGE,85000.0,Source Verified,n,9.59,0.0,1.0,9.0,0.0,4172.0,21.0,w,0.0,0.0,6449.45,6449.45,6000.0,449.45,0.0,0.0,0.0,3857.31,0.0,1.0,Individual,0.0,0.0,390480.0,4.0,1.0,0.0,0.0,27.0,4748.0,22.0,4.0,5.0,1408.0,27.0,11900.0,0.0,0.0,3.0,7.0,43387.0,4424.0,34.9,0.0,0.0,101.0,97.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,4.0,6.0,7.0,7.0,12.0,3.0,9.0,0.0,0.0,0.0,5.0,76.2,0.0,0.0,0.0,415576.0,8920.0,6800.0,21564.0,N,N,low_risk
40000.0,0.1308,911.77,MORTGAGE,150000.0,Verified,n,22.36,0.0,1.0,46.0,0.0,36012.0,64.0,w,28840.78,28840.78,19118.1,19118.1,11159.22,7958.88,0.0,0.0,0.0,911.77,0.0,1.0,Individual,0.0,0.0,487644.0,1.0,4.0,0.0,1.0,15.0,70123.0,72.0,0.0,2.0,5497.0,35.0,158900.0,4.0,0.0,3.0,4.0,10837.0,83168.0,28.4,0.0,0.0,113.0,222.0,20.0,5.0,7.0,20.0,4.0,0.0,20.0,27.0,28.0,29.0,9.0,39.0,46.0,27.0,46.0,0.0,0.0,0.0,1.0,100.0,18.5,0.0,0.0,649944.0,108251.0,116100.0,96367.0,N,N,low_risk
8400.0,0.0756,261.53,RENT,110000.0,Not Verified,n,3.07,0.0,0.0,8.0,0.0,2716.0,15.0,w,3994.7,3994.7,5221.78,5221.78,4405.3,816.48,0.0,0.0,0.0,0.0,0.0,1.0,Individual,0.0,96.0,6920.0,1.0,2.0,1.0,1.0,7.0,4204.0,55.0,1.0,2.0,934.0,22.0,24200.0,1.0,0.0,2.0,3.0,865.0,18505.0,6.5,0.0,0.0,245.0,130.0,2.0,2.0,0.0,2.0,7.0,0.0,3.0,5.0,4.0,4.0,9.0,6.0,6.0,5.0,8.0,0.0,0.0,0.0,2.0,93.3,0.0,0.0,0.0,31900.0,6920.0,19800.0,7700.0,N,N,low_risk
40000.0,0.0819,814.7,MORTGAGE,120000.0,Not Verified,n,16.28,0.0,0.0,12.0,0.0,47409.0,22.0,w,27813.29,27813.29,17072.3,17072.3,12186.71,4885.59,0.0,0.0,0.0,814.7,0.0,1.0,Individual,0.0,0.0,194290.0,1.0,1.0,0.0,1.0,20.0,21863.0,71.0,2.0,3.0,18254.0,60.0,83800.0,0.0,0.0,1.0,4.0,16191.0,26275.0,63.8,0.0,0.0,143.0,165.0,3.0,3.0,3.0,3.0,12.0,0.0,5.0,7.0,5.0,8.0,2.0,9.0,17.0,7.0,12.0,0.0,0.0,0.0,2.0,100.0,80.0,0.0,0.0,284481.0,69272.0,72500.0,31031.0,N,N,low_risk
4000.0,0.0819,125.7,MORTGAGE,78000.0,Source Verified,n,25.39,0.0,0.0,24.0,0.0,16676.0,55.0,w,0.0,0.0,4174.7,4174.7,4000.0,174.7,0.0,0.0,0.0,3424.14,0.0,1.0,Individual,0.0,0.0,258768.0,0.0,11.0,1.0,2.0,10.0,88670.0,101.0,1.0,3.0,3940.0,69.0,65000.0,1.0,1.0,2.0,5.0,11251.0,29898.0,33.7,0.0,0.0,138.0,152.0,11.0,10.0,3.0,11.0,10.0,0.0,6.0,8.0,7.0,19.0,16.0,12.0,36.0,8.0,24.0,0.0,0.0,0.0,2.0,100.0,16.7,0.0,0.0,313230.0,105346.0,45100.0,87680.0,N,N,low_risk
23000.0,0.1524,550.08,MORTGAGE,53000.0,Source Verified,n,26.4,0.0,1.0,9.0,0.0,16072.0,17.0,w,16697.51,16697.51,11532.21,11532.21,6302.49,5229.72,0.0,0.0,0.0,550.08,0.0,1.0,Individual,0.0,115.0,178943.0,1.0,2.0,0.0,1.0,15.0,19686.0,59.0,1.0,1.0,5420.0,59.0,27000.0,0.0,1.0,1.0,2.0,19883.0,9379.0,61.7,0.0,0.0,122.0,149.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,4.0,4.0,5.0,6.0,6.0,10.0,4.0,9.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,208609.0,35758.0,24500.0,33344.0,N,N,low_risk
27000.0,0.0819,549.93,MORTGAGE,140000.0,Not Verified,n,35.32,0.0,1.0,28.0,0.0,83306.0,36.0,w,19192.74,19192.74,10986.32,10986.32,7807.26,3179.06,0.0,0.0,0.0,549.93,0.0,1.0,Individual,0.0,0.0,323548.0,1.0,4.0,0.0,2.0,19.0,44051.0,47.0,3.0,10.0,22282.0,38.0,238000.0,2.0,0.0,4.0,12.0,11555.0,131167.0,36.8,0.0,0.0,141.0,345.0,5.0,5.0,2.0,11.0,2.0,0.0,11.0,12.0,19.0,22.0,7.0,23.0,27.0,12.0,28.0,0.0,0.0,0.0,3.0,100.0,21.1,0.0,0.0,748662.0,127357.0,207600.0,93662.0,N,N,low_risk
16000.0,0.2305,619.78,MORTGAGE,68000.0,Source Verified,n,12.87,0.0,0.0,9.0,0.0,14212.0,18.0,f,0.0,0.0,20853.883333332,20853.88,16000.0,4853.88,0.0,0.0,0.0,9098.55,0.0,1.0,Individual,0.0,0.0,187529.0,3.0,2.0,3.0,5.0,2.0,5893.0,32.0,1.0,3.0,3717.0,45.0,26200.0,5.0,6.0,4.0,9.0,20837.0,1333.0,77.8,0.0,0.0,62.0,69.0,4.0,2.0,1.0,60.0,7.0,0.0,2.0,4.0,2.0,4.0,8.0,6.0,9.0,4.0,9.0,0.0,0.0,0.0,5.0,100.0,50.0,0.0,0.0,212631.0,20105.0,6000.0,18544.0,N,N,low_risk
